id,name,is_subtechnique,tactics,platforms,description
T1556.001,Domain Controller Authentication,True,defense-impairment|persistence|credential-access,Windows,Adversaries may patch the authentication process on a domain controller to bypass the typical authentication mechanisms and enable access to accounts. 
T1556.002,Password Filter DLL,True,defense-impairment|persistence|credential-access,Windows,Adversaries may register malicious password filter dynamic link libraries (DLLs) into the authentication process to acquire user credentials as they are validated. 
T1556.003,Pluggable Authentication Modules,True,defense-impairment|persistence|credential-access,Linux|macOS,"Adversaries may modify pluggable authentication modules (PAM) to access user credentials or enable otherwise unwarranted access to accounts. PAM is a modular system of configuration files, libraries, and executable files which guide authentication for many services. The most comm"
T1556.004,Network Device Authentication,True,defense-impairment|persistence|credential-access,Network Devices,"Adversaries may use [Patch System Image](https://attack.mitre.org/techniques/T1601/001) to hard code a password in the operating system, thus bypassing of native authentication mechanisms for local accounts on network devices."
T1556.005,Reversible Encryption,True,defense-impairment|persistence|credential-access,Windows,An adversary may abuse Active Directory authentication encryption properties to gain access to credentials on Windows systems. The <code>AllowReversiblePasswordEncryption</code> property specifies whether reversible password encryption for an account is enabled or disabled. By de
T1556.006,Multi-Factor Authentication,True,defense-impairment|persistence|credential-access,IaaS|Identity Provider|Linux|macOS|Office Suite|SaaS|Windows,Adversaries may disable or modify multi-factor authentication (MFA) mechanisms to enable persistent access to compromised accounts.
T1556.007,Hybrid Identity,True,defense-impairment|persistence|credential-access,IaaS|Identity Provider|Office Suite|SaaS|Windows,"Adversaries may patch, modify, or otherwise backdoor cloud authentication processes that are tied to on-premises user identities in order to bypass typical authentication mechanisms, access credentials, and enable persistent access to accounts.  "
T1556.008,Network Provider DLL,True,defense-impairment|persistence|credential-access,Windows,Adversaries may register malicious network provider dynamic link libraries (DLLs) to capture cleartext user credentials during the authentication process. Network provider DLLs allow Windows to interface with specific network protocols and can also support add-on credential manag
T1556.009,Conditional Access Policies,True,defense-impairment|persistence|credential-access,IaaS|Identity Provider,Adversaries may disable or modify conditional access policies to enable persistent access to compromised accounts. Conditional access policies are additional verifications used by identity providers and identity and access management systems to determine whether a user should be 
T1557,Adversary-in-the-Middle,False,credential-access|collection,Linux|macOS|Network Devices|Windows,"Adversaries may attempt to position themselves between two or more networked devices using an adversary-in-the-middle (AiTM) technique to support follow-on behaviors such as [Network Sniffing](https://attack.mitre.org/techniques/T1040), [Transmitted Data Manipulation](https://att"
T1557.001,Name Resolution Poisoning and SMB Relay,True,credential-access|collection,Windows,"By responding to LLMNR/NBT-NS/mDNS network traffic, adversaries may spoof an authoritative source for name resolution to force communication with an adversary controlled system.(Citation: BlackCat ransomware) This activity may be used to collect or relay authentication materials."
T1557.002,ARP Cache Poisoning,True,credential-access|collection,Linux|Windows|macOS,Adversaries may poison Address Resolution Protocol (ARP) caches to position themselves between the communication of two or more networked devices. This activity may be used to enable follow-on behaviors such as [Network Sniffing](https://attack.mitre.org/techniques/T1040) or [Tra
T1557.003,DHCP Spoofing,True,credential-access|collection,Linux|Windows|macOS,"Adversaries may redirect network traffic to adversary-owned systems by spoofing Dynamic Host Configuration Protocol (DHCP) traffic and acting as a malicious DHCP server on the victim network. By achieving the adversary-in-the-middle (AiTM) position, adversaries may collect networ"
T1557.004,Evil Twin,True,credential-access|collection,Network Devices,"Adversaries may host seemingly genuine Wi-Fi access points to deceive users into connecting to malicious networks as a way of supporting follow-on behaviors such as [Network Sniffing](https://attack.mitre.org/techniques/T1040), [Transmitted Data Manipulation](https://attack.mitre"
